id,concat_comments
622749860,There was dried dirt on the floors when we first arrived   Its almost as though someone that was clean had some stuck in their shoes   Had to sweep the entire unit and vac   Also the shade in the master bath needs to be replaced   It had paint that had fallen off and then left on the tile around the bathtub   Not sure your cleaners are doing a through job 
625506710,Hair on bedroom pillows
702374446,Old building that is redone and the exposed brick around the unit is so awesome  Beds were all clean and there was extra bedding which was nice  Ceiling fans all needed to be dusted  refused to cut them on for the build up of dust  Hardwood throughout however there were   areas that had area rug that could have used some vacuuming  otherwise everything else was fine 
672399959,Glasses weren t clean  floors hadn t been swept  and found a pair of underwear behind a bed 
625239904,There was hair all over the carpet as well as a dirty rag in the couch  The description says it is stocked up with extra supplies   but there was nothing there 
647349275,Black mold between bath tub and sink
656741221,The pool
653928700,Smell not good
633639598,The refrigerator could of been cleaner 
633584383,Place was relatively clean  There were some spider webs in the kitchen and the shower curtain in the bathroom needs to be replaced  It had mold on it  Otherwise it was very clean 
667800819,Hair everywhere like it was never swept  Random crumbs found on the carpet and throughout the apartment  It was never properly clean 
652305052,Master bedroom had a terrible smell which is believed to come from a leak  Theres a noticeable leak outside of the apartment  to the point it looks like it may buckle any time soon  Once you walked in the master bedroom  the carpet was damp as you can see the wording under the bottom of your shoes on the tile in the bathroom  Theres another review that indicated a possible leak  and we thought it would have been taken care of by our stay  Not the case  The leak is settling into the carpet which is causing the smell to get worse  Whoever cleans the apartment should be able to tell   but it doesnt seem to be a priority  Also  top sheet of the bed was dirty and crumbs from the previous visit in the bedroom were not clean up  The bathroom was not thoroughly clean  and the ceiling fan in the master bedroom was quite dusty  hard not to see the mounds of dust  and you could see spiderwebs forming on the ceiling fan as if it hadnt been dusted in months  Hand grease prints were also on the wall     Could have been clean better    The focus of cleanliness is obviously in the kitchen common areas  That was somehow spotless as compared to the rest of the place 
648400124,My boyfriend and I were worried about COVID  so when I saw Zencity uses specific clean guidelines to clean in between guests I felt better  However  when we got there we had to use the clean products and clean down in the bathroom in particular  there was still hair on the walls and drain and some dirt on the floor   At the same time  everything else was really great 
628548596,Dust
630473008,n a
705915234,While this unit is new  there is mold on the bathroom ceiling 
702335887,Dirty dishes left in dish washer with no soap to clean ourselves  Dirty carpets in bedroom and dirty wood floors elsewhere  White linens stained yellow 
700413722,Pubic hair all in the bath tub and mold lining the bath tub
657031597,Upon my arrival I quickly reached out to the host  the apartment had not been clean  The toilet was full of urine and there was hair EVERYWHERE as if someone was shedding
